Filename    Duration
--------    --------
SM101A.CBL    1.0000
SM102A.SUB    0.0000
SM103A.CBL    0.0000
SM104A.SUB    0.0000
SM105A.CBL    1.0000
SM106A.CBL    0.0000
SM107A.CBL    1.0000
SM201A.CBL    0.0000
SM202A.SUB    0.0000
SM203A.CBL    0.0000
SM204A.SUB    1.0000
SM205A.CBL    0.0000
SM206A.CBL    0.0000
SM207A.CBL    0.0000
SM208A.CBL    1.0000
SM301M.CBL    0.0000
SM401M.CBL    0.0000
--------    --------
Total         5.0000

